IDP_WAREHOUSE_ID,IDP_AUDIT_ID,IDP_EFFECTIVE_DATE,IDP_END_DATE,IDP_DELETE_DATE,CONT_ID,MARITAL_ST_TP_CD,BIRTHPLACE_TP_CD,CITIZENSHIP_TP_CD,HIGHEST_EDU_TP_CD,AGE_VER_DOC_TP_CD,GENDER_TP_CODE,BIRTH_DT,DECEASED_DT,CHILDREN_CT,DISAB_START_DT,DISAB_END_DT,USER_IND,LAST_UPDATE_DT,LAST_UPDATE_USER,LAST_UPDATE_TX_ID,X_DECEASED_IND,X_OCCUPATION_TP_CD,X_COMPANY_TP_CD,X_EMPL_TP_CD,X_SEC_CITIZENSHIP_TP_CD,X_CITIZENSHIP_LAST_UPD_DT,X_IMPT_FMLY_NAME,X_US_ALIEN_RES_IND,X_CHILDREN_CT_CAPTURED_DT,X_RESIDENCY_TP_CD,X_SRC_SYS_LAST_UPD_DT,X_SRC_SYS_LAST_UPD_USER,X_SRC_SYS_LAST_UPD_TRANSIT,X_SRC_SYS_LAST_UPD_USER_NAME,X_INCOME_STABILITY_TP_CD
5263443808956,3375489,2004-01-13 23:05:51,,,3054670376,131865,11010,150123,150122,,1,1986-12-14,,0,,,N,2025-02-19 05:27:41,svc_mdm,132525011151299922,N,348837,,501,,,,N,,701,2025-02-19 05:27:41,migr8,6123,,
7726120494515,3983215,2005-09-15 18:45:25,,,4096334514,131866,11006,,150124,,2,1978-06-07,,2,,,N,2018-12-23 21:01:10,svc_mdm,816426605915928103,N,348825,,502,,2020-08-06 12:07:34,,N,2024-05-04 01:27:37,701,2018-12-23 21:01:10,cusadmin,3086,Anthony Randolph,
9437678724023,5754664,2025-02-18 10:18:39,,,8309714966,131865,,150123,150124,,2,2008-06-15,,0,,,N,2026-06-02 14:22:22,svc_mdm,558298929049334490,N,348820,,501,,,,N,,701,2026-06-02 14:22:22,batchsys,7765,Mary Henry,170001
5336780239362,3136421,2010-11-14 08:20:30,,,8128209185,131866,,150123,150124,,2,1983-03-09,,2,,,N,2018-04-20 04:35:55,cusadmin,127677896090845440,N,348832,,502,,2013-12-10 11:22:57,,N,2026-03-10 13:05:52,701,2018-04-20 04:35:55,migr8,5839,,
8868840575460,1397327,2004-08-09 15:16:14,2017-05-17 18:22:09,,9979079026,131867,,150123,150125,,1,1953-09-22,,0,,,N,2022-04-02 14:15:39,batchsys,133952470074820461,N,348835,,501,,,,N,,701,2022-04-02 14:15:39,MECH,1887,,
5331182370966,9632213,2017-05-17 18:22:09,,,9979079026,131867,11005,150123,150125,160001,1,1953-09-22,,0,,,N,2023-06-20 14:27:41,svc_mdm,916808516231396840,N,348835,,501,,,,Y,,701,2023-06-20 14:27:41,svc_mdm,7765,,
2641495242807,2737455,2023-07-09 13:24:06,,,6904428445,131865,,150123,150124,,1,1979-12-07,,0,,,N,2025-02-14 18:49:35,MECH,717436589824398716,N,348830,,501,,,,N,,701,2025-02-14 18:49:35,MECH,6702,Anna Walker,170001
4254503053791,2097623,2005-06-06 08:31:26,2021-05-03 15:42:36,,6045875566,131868,,150123,150123,,2,1959-05-05,,1,,,N,2010-12-14 04:01:37,MECH,996525306098934912,N,348824,,503,,,,N,2008-12-27 04:51:17,701,2010-12-14 04:01:37,batchsys,2532,Gary Ward,
7483111073817,5377241,2021-05-03 15:42:36,,,6045875566,131868,,150123,150123,,2,1959-05-05,,1,,,N,2025-03-31 13:49:39,cusadmin,979766143010563157,N,348824,,503,,,,N,2021-09-19 13:02:18,701,2025-03-31 13:49:39,cusadmin,3231,Paul Moreno,
3643406849336,5729879,2008-03-24 02:27:40,,,5809405989,131866,11001,150123,150124,160001,1,1963-07-17,,0,,,N,2019-01-23 20:30:52,migr8,541717550430761224,N,348834,,502,,2009-01-28 20:34:46,,N,,701,2019-01-23 20:30:52,cusadmin,3128,Samantha Zavala MD,
2814116905608,7799018,2007-06-15 00:06:33,2021-03-26 19:54:00,,1746426005,131865,,150123,150124,,1,1978-04-10,,2,,,N,2013-03-27 19:17:47,cusadmin,374172997410846176,N,348838,605,501,,,,N,2017-11-23 18:17:36,701,2013-03-27 19:17:47,migr8,9754,,
2205646949273,6792630,2021-03-26 19:54:00,,,1746426005,131866,11004,150123,150124,,1,1978-04-10,,2,,,N,2024-01-14 06:21:35,cusadmin,269383813898259086,N,348838,,501,,2024-05-10 10:49:47,,N,2023-02-07 04:20:09,701,2024-01-14 06:21:35,batchsys,6774,,
7885423694537,9969899,2013-02-06 04:01:30,,,8216216349,131866,11002,150123,150123,,2,1991-01-05,,5,,,N,2018-12-19 21:52:41,cusadmin,336425012222182422,N,348832,631,502,,2021-07-11 14:39:19,,N,2015-08-08 12:21:00,701,2018-12-19 21:52:41,MECH,3151,Erica Moon,
2513641936301,9984888,2020-06-16 23:27:46,2021-03-23 09:40:58,,9162121762,131865,,150123,150122,,2,1984-09-23,,0,,,N,2024-05-30 07:35:34,migr8,540942551311009160,N,348833,,501,,,,N,,701,2024-05-30 07:35:34,cusadmin,2079,,
1039520832212,9571282,2021-03-23 09:40:58,,,9162121762,131867,,150123,150122,,2,1984-09-23,,0,,,N,2023-09-05 00:23:13,cusadmin,428650427839435377,N,348833,,501,,,,N,,702,2023-09-05 00:23:13,MECH,4934,,
8779479416785,9466473,2006-02-10 23:00:37,,,3238213427,131866,,150123,150123,,1,1979-08-14,,2,,,N,2023-05-21 22:00:16,batchsys,660341955291455723,N,348828,,504,,,,N,2022-09-10 05:44:20,701,2023-05-21 22:00:16,cusadmin,9159,Robert Griffin,170002
3634147519275,9140860,2024-04-10 18:47:30,,,8525042061,131866,11010,150123,150123,,2,1977-08-27,,4,,,N,2024-04-29 21:29:16,cusadmin,853003636796118356,N,348828,,502,,,,N,2025-10-12 19:59:09,701,2024-04-29 21:29:16,cusadmin,4380,Steven Lee,
5803437928468,2590553,2016-10-25 11:55:27,,,6840206479,131866,,150123,150122,160002,2,1980-12-10,,1,,,N,2021-07-18 18:07:58,batchsys,121064464556307699,N,348833,648,501,,,,N,2021-03-09 11:22:52,701,2021-07-18 18:07:58,cusadmin,7195,,
1506102158811,7575215,2009-10-26 02:52:44,,,2238007127,131865,,150123,150123,160002,1,1993-07-05,,1,,,N,2015-05-19 12:15:15,cusadmin,392924293624807219,N,348824,607,503,,,,N,2013-11-13 00:00:36,701,2015-05-19 12:15:15,migr8,2584,Kimberly Smith,
1573349653818,9037201,2022-07-04 12:13:01,2023-06-21 10:26:22,,3950578349,131865,,150123,150123,,1,1991-02-20,,2,,,N,2022-11-29 22:28:14,MECH,556019167204269379,N,348833,622,502,,,,N,2024-11-15 06:22:48,701,2022-11-29 22:28:14,MECH,8098,Michael Ayala,
2608594826450,2862587,2023-06-21 10:26:22,,,3950578349,131866,,150123,150123,,1,1991-02-20,,2,,,N,2024-07-11 19:36:54,cusadmin,270181332922863544,N,348833,,502,,2026-02-21 21:30:48,,N,2024-03-19 19:40:43,702,2024-07-11 19:36:54,cusadmin,7796,Jessica Garcia,170001
6638385475777,5972249,2023-08-25 03:37:13,,,7143038140,131865,,150123,150123,,1,2006-04-09,,0,,,N,2025-11-19 01:12:05,cusadmin,258076301626496168,N,348830,,504,,,,N,,701,2025-11-19 01:12:05,svc_mdm,2423,,
3870591174732,6597600,2022-12-05 06:02:19,2025-12-25 13:12:39,,5203381151,131865,,150123,,,1,2001-10-01,,1,,,N,2024-04-21 15:20:21,MECH,311021460532917550,N,348837,,501,,,,N,2025-09-12 10:57:13,701,2024-04-21 15:20:21,MECH,5021,Maria Case,170002
1207655959942,9926819,2025-12-25 13:12:39,,,5203381151,131865,,150123,,,1,2001-10-01,,1,,,N,2026-06-07 18:16:12,cusadmin,439250998041739261,N,348837,674,501,,,,N,2026-01-04 09:51:42,701,2026-06-07 18:16:12,svc_mdm,6166,Brittany Stevens,
7997789688290,4281886,2024-04-09 20:31:07,,,5172631794,131865,11001,150123,150125,,2,1985-03-01,,0,,,N,2024-08-05 12:11:02,MECH,305987465689009592,N,348824,,501,,,,N,,701,2024-08-05 12:11:02,cusadmin,6092,,170001
7394446712262,2399007,2017-04-14 16:35:34,2021-08-16 14:25:45,,4563214111,131867,11007,150123,150123,,2,1991-06-25,,0,,,N,2025-09-20 15:28:06,batchsys,218331004867711653,N,348828,,501,,,,N,,702,2025-09-20 15:28:06,MECH,5433,,170002
7385194452839,8775336,2021-08-16 14:25:45,,,4563214111,131867,,150123,150123,,2,1991-06-25,,0,,,N,2025-12-06 14:17:50,batchsys,815643132134773930,N,348828,,501,,,,N,,701,2025-12-06 14:17:50,migr8,8819,,
7976550079434,3603891,2018-07-13 08:57:36,,,2249662480,131867,,,150123,,1,1998-11-25,,0,,,N,2023-08-12 08:17:01,batchsys,984507543569080222,N,348833,,501,,,,N,,701,2023-08-12 08:17:01,cusadmin,9638,Jessica Smith,170001
5359163257242,7800770,2006-01-29 20:12:12,,,2717966319,131867,,150123,150124,,1,1950-01-08,,0,,,N,2014-06-13 23:44:32,batchsys,842092012214233403,N,348837,642,503,,,,N,,701,2014-06-13 23:44:32,cusadmin,3610,Kimberly May,170003
7149686554223,8709520,2024-06-17 03:36:54,2025-08-21 19:08:54,,1954022432,131867,,150123,,,2,1986-02-12,,1,,,N,2024-11-12 01:18:43,batchsys,316715616228047087,N,348827,699,501,,,,N,2024-06-27 00:17:04,701,2024-11-12 01:18:43,cusadmin,5374,,
3286560012707,7182391,2025-08-21 19:08:54,,,1954022432,131867,,150123,,,2,1986-02-12,,1,,,N,2025-08-22 01:59:49,MECH,436082079047200593,N,348827,,501,,2025-11-25 12:15:16,,N,2026-02-18 08:24:42,701,2025-08-22 01:59:49,MECH,2669,Angel Reilly,
7362693948754,5256593,2020-05-07 12:12:07,,,5696984384,131865,11010,150123,150122,,1,1999-05-03,,0,,,N,2023-07-22 19:11:14,cusadmin,888399637895659407,N,348832,,501,,,,N,,701,2023-07-22 19:11:14,migr8,3084,,
8176673873794,7164747,1996-05-31 18:37:19,2020-06-05 15:16:31,,4214040363,131865,11005,150123,150123,,1,1969-01-07,,0,,,N,2017-06-21 13:00:42,cusadmin,775972818711757738,N,348828,,501,,,,N,,701,2017-06-21 13:00:42,migr8,1616,Preston Kim,170003
6241735653124,5404034,2020-06-05 15:16:31,,,4214040363,131865,,150123,150123,160002,1,1969-01-07,,0,2019-10-29,,N,2020-08-11 10:39:33,MECH,249080903933626996,N,348828,631,501,,,,N,,701,2020-08-11 10:39:33,MECH,5142,,170001
5343264997209,4281966,2015-04-20 06:20:38,,,5934374576,131866,11001,150123,,,2,1983-05-05,,0,,,N,2016-09-24 23:23:09,MECH,299078061459265980,N,348837,,503,,,,N,,701,2016-09-24 23:23:09,migr8,6324,,
8570952909465,4552557,2023-10-01 04:17:30,,,5915255440,131866,11002,150123,150122,,1,1992-05-09,,4,,,N,2024-02-17 04:58:30,svc_mdm,758630261780641783,N,348821,,501,,,,N,2024-05-13 05:22:12,701,2024-02-17 04:58:30,MECH,5239,Kimberly Choi,
5789190011828,6084864,2018-03-01 14:38:28,,,7457675794,131866,,150123,150123,,1,1959-11-13,,2,,,N,2024-05-28 17:22:46,batchsys,202780246865836669,N,348823,,503,,,,N,2024-02-22 18:01:53,701,2024-05-28 17:22:46,batchsys,6625,Michael Sloan,170002
9876907829604,7221093,2024-01-17 13:07:53,,,3531836564,131866,,150123,150122,,2,1958-03-09,,3,,,N,2025-05-06 23:55:37,cusadmin,434383431703446632,N,348837,,503,,2025-10-31 21:29:49,,N,2025-03-13 02:09:34,701,2025-05-06 23:55:37,MECH,2095,Monica Brooks,
4585934350070,7993218,1996-11-08 08:17:24,2015-01-05 19:38:20,,7563441194,131865,11002,150123,150125,,2,1968-12-05,,2,,,N,2012-07-28 07:33:22,migr8,356128265360128670,N,348829,,501,,2021-10-08 15:07:04,,N,2021-01-05 04:16:32,701,2012-07-28 07:33:22,cusadmin,1564,Kristen Peters,
1335612813486,9072480,2015-01-05 19:38:20,,,7563441194,131866,,150123,150125,,2,1968-12-05,,2,,,N,2020-05-18 09:33:04,migr8,185022783367936315,N,348829,,501,,2021-04-11 19:27:17,,N,2015-12-13 08:31:21,702,2020-05-18 09:33:04,batchsys,2256,,170001
1451122089550,3965351,1998-12-20 14:52:20,,,6596165744,131866,,,150122,,2,1970-09-05,,1,,,N,2014-04-27 16:37:28,MECH,473246319542029291,N,348830,,501,,,,N,2001-05-19 10:53:26,701,2014-04-27 16:37:28,batchsys,4870,Theresa Torres,
2203672337181,2565431,2022-08-27 01:25:15,2026-03-11 07:23:36,,5313460440,131867,,150123,150124,,1,1995-09-27,,0,,,N,2023-10-15 07:43:39,svc_mdm,409173890298638096,N,348830,,504,,,,N,,701,2023-10-15 07:43:39,cusadmin,3981,,170001
6854752481521,2138785,2026-03-11 07:23:36,,,5313460440,131867,11001,150123,150124,160003,1,1995-09-27,,0,,,N,2026-04-03 07:31:24,cusadmin,989137230144041975,N,348830,,504,,,,N,,702,2026-04-03 07:31:24,batchsys,2219,,
2571651425562,8548599,2013-03-29 01:33:13,2018-04-29 22:33:12,,2866355877,131865,,150123,150124,,1,1986-04-13,,0,,,N,2013-11-28 01:31:56,batchsys,103333409821981666,N,348833,,503,,,,N,,701,2013-11-28 01:31:56,batchsys,5171,Daniel Davenport,
2954426485387,7444122,2018-04-29 22:33:12,,,2866355877,131866,11008,150123,150124,160001,1,1986-04-13,,0,,,N,2024-11-11 19:34:38,cusadmin,895937726997711469,N,348833,,503,,,,N,,701,2024-11-11 19:34:38,cusadmin,2765,,
2314631430649,3298884,2017-05-07 11:03:09,2023-12-18 09:49:20,,2205240792,131865,11010,,,,2,1978-09-26,,1,,,N,2023-11-01 07:23:26,cusadmin,666717979175224860,N,348839,,503,,,,N,2017-12-07 02:21:54,701,2023-11-01 07:23:26,MECH,9372,Sarah Randolph,170002
5387631433000,7465988,2023-12-18 09:49:20,,,2205240792,131865,11009,150123,,160003,2,1978-09-26,,1,,,N,2024-01-17 21:54:23,MECH,367831885057387435,N,348839,,503,,,,N,2025-07-25 19:45:25,701,2024-01-17 21:54:23,batchsys,1329,,170001
1231232306723,4103359,2011-04-09 15:33:57,,,1952330749,131866,11005,150123,150124,160002,2,1966-11-08,,1,,,N,2014-06-02 20:40:10,cusadmin,921684339677222974,N,348820,,501,,,,N,2021-07-02 07:48:50,701,2014-06-02 20:40:10,cusadmin,9264,Brett Swanson,170003
9162657862319,8516379,2019-10-11 21:46:24,,,1640519402,131866,11002,150123,150122,,1,1990-09-06,,1,,,N,2020-12-31 12:01:58,cusadmin,300643116828236770,N,348825,,501,,,,N,2023-01-22 18:52:25,701,2020-12-31 12:01:58,cusadmin,2677,Mr. Carl Rios,
3239872785187,9711128,2009-09-06 18:23:41,2023-04-15 11:58:54,,4806245287,131868,11007,150123,150124,,2,1963-11-01,,3,,,N,2021-06-24 03:23:22,MECH,145896790344855314,N,348831,,502,,,,N,2017-12-26 21:39:29,701,2021-06-24 03:23:22,cusadmin,4416,,170002
8375829700989,7847754,2023-04-15 11:58:54,,,4806245287,131868,,150123,150124,,2,1963-11-01,,3,,,N,2025-01-20 18:32:30,cusadmin,761048388938640660,N,348831,619,502,150124,,,N,2023-11-15 07:21:11,701,2025-01-20 18:32:30,batchsys,7660,,
7896927403014,7224619,2011-06-19 14:05:58,,,1066133251,131865,,150123,,160001,1,1991-09-25,,0,,,N,2019-07-28 03:46:32,cusadmin,468356194883381130,N,348822,625,502,150124,2019-06-07 21:49:54,,N,,701,2019-07-28 03:46:32,cusadmin,9460,,
7101023719119,8307104,2025-04-12 21:43:37,,,8286212820,131866,,150123,150123,,1,1985-12-07,,0,2025-05-13,,N,2026-04-05 21:52:20,cusadmin,219278548204691530,N,348824,,501,,,,N,,701,2026-04-05 21:52:20,cusadmin,8178,Eugene Patterson,170001
6102138648318,2267143,2025-05-30 21:28:23,,,4098320084,131865,,150123,150123,,2,2008-04-20,,0,,,N,2025-12-06 05:29:14,batchsys,346332751280155661,N,348820,,504,,,,N,,701,2025-12-06 05:29:14,batchsys,2099,David Walker,
6819033123683,1464605,2009-12-11 06:14:22,2020-08-30 06:32:03,,8304370701,131865,11003,150123,150123,,1,1968-04-02,,0,,,N,2020-04-22 04:30:00,cusadmin,440449185946303963,N,348820,,501,,,,N,,701,2020-04-22 04:30:00,batchsys,7668,,170002
4842818802043,3165360,2020-08-30 06:32:03,,,8304370701,131867,,150123,150123,,1,1968-04-02,,0,2011-10-22,2025-07-08,N,2023-08-07 19:13:40,MECH,565563225695439152,N,348820,,501,,2024-03-03 13:21:57,,N,,701,2023-08-07 19:13:40,cusadmin,9836,,170003
8571185323770,3027511,2015-05-26 07:35:37,,,4887694512,131868,11010,150123,150123,,2,1955-10-16,2024-05-15,1,,,N,2026-01-23 12:28:03,cusadmin,442421511922564938,Y,348838,631,503,,,,N,2021-04-19 06:10:36,701,2026-01-23 12:28:03,migr8,6052,Ian Torres,
9016039915215,8044629,2016-01-04 02:33:31,,,8182070693,131866,,150123,150122,160003,1,1982-04-15,,1,,,N,2021-11-09 11:12:09,batchsys,181808208930046495,N,348830,,502,,,,N,2022-01-12 20:07:30,701,2021-11-09 11:12:09,svc_mdm,6735,Casey Obrien,
5920677290945,3245643,2022-12-01 19:05:05,,,3313180140,131865,,,,,2,1989-06-11,,0,,,N,2024-02-09 06:12:57,cusadmin,974251828838805664,N,348840,,501,,2024-01-05 22:39:55,,N,,701,2024-02-09 06:12:57,cusadmin,4583,,
7236927212159,4044311,2014-01-18 10:52:42,,,3773142658,131866,,150123,150123,,2,1970-08-06,,2,,,N,2020-07-10 02:37:57,batchsys,423240876614223325,N,348836,,501,,2025-07-03 13:58:34,,N,2022-05-07 22:52:07,701,2020-07-10 02:37:57,svc_mdm,7716,Deborah Mercado,170002
6656573208913,6887250,2004-09-19 09:17:32,,,1986718111,131866,11009,150123,150123,,2,1955-05-07,,0,,,N,2025-07-06 23:17:13,cusadmin,641850790058922012,N,348834,,503,,2020-05-12 19:59:18,,N,,701,2025-07-06 23:17:13,cusadmin,5901,Bernard Smith,170001
5524366009505,2023123,2000-11-13 11:17:27,,,6891129696,131866,,150123,150124,160002,2,1974-11-05,,3,,,N,2019-07-01 13:18:32,cusadmin,597422009123136805,N,348838,,501,,,,N,2013-05-03 13:37:06,701,2019-07-01 13:18:32,MECH,8426,,
7894224901386,8778363,2005-04-16 06:29:30,,,5802579405,131867,,,150125,,1,1982-11-23,,0,,,N,2011-01-28 03:55:14,cusadmin,627247961481700542,N,348838,669,502,,,,N,,701,2011-01-28 03:55:14,cusadmin,9691,,170003
4978425996995,4339549,2022-11-20 01:05:15,,,7868683741,131865,,150123,150123,,1,1988-10-15,,0,,,N,2025-08-29 09:52:23,batchsys,217158063444464958,N,348835,,501,,,,N,,701,2025-08-29 09:52:23,MECH,9256,Kimberly Lutz,170002
9889373055630,9354065,1997-06-06 21:11:42,2019-06-14 03:57:24,,3270257069,131865,,150124,,,2,1977-02-11,,1,,,N,2010-06-09 08:25:43,batchsys,890336155567892922,N,348829,,501,,2002-05-27 12:17:47,,N,2026-03-02 04:38:35,701,2010-06-09 08:25:43,batchsys,5508,Reginald Diaz,
7465887150545,7823491,2019-06-14 03:57:24,,,3270257069,131865,,150123,,,2,1977-02-11,,1,,,N,2024-05-23 16:33:15,MECH,840520617459209253,N,348829,,501,,,,N,2022-01-16 19:30:40,701,2024-05-23 16:33:15,migr8,6944,Raymond Quinn,170002
2043138186703,8764545,2021-10-11 10:43:51,,,1677975962,131866,,150123,150124,,2,1964-07-09,,2,,,N,2022-11-13 00:16:52,MECH,139492882144961770,N,348833,,502,,,,N,2022-02-10 13:52:14,701,2022-11-13 00:16:52,cusadmin,6486,,170003
1882635797201,3480366,2017-10-31 07:24:17,,,3732806210,131866,11008,150124,150122,,2,1987-08-28,,2,2020-04-28,2025-01-20,N,2024-11-16 23:08:45,svc_mdm,419760819193519379,N,348835,,501,,2024-07-26 18:57:34,,N,2021-08-25 21:14:10,701,2024-11-16 23:08:45,cusadmin,3662,,170002
7991032641557,2999364,2011-01-24 22:20:29,,,2756288522,131866,11004,150124,150123,,1,1959-07-13,,3,,,N,2022-11-25 03:26:26,MECH,790919769581624025,N,348827,,503,150124,,,N,2012-02-13 05:40:45,701,2022-11-25 03:26:26,batchsys,9648,,170001
4115796476211,8147926,2006-01-04 20:50:32,,,5263909766,131866,,150123,150125,,1,1976-12-02,,0,,,N,2011-03-05 23:59:56,MECH,201786332817866831,N,348827,,501,,2013-12-12 14:26:45,,N,,701,2011-03-05 23:59:56,MECH,7269,Jose Griffin,
9838961840169,6753760,2020-11-02 09:05:58,,,8938764991,131867,11009,,150122,,1,1975-11-13,,0,,,N,2021-07-15 20:24:08,migr8,194024265785726497,N,348840,,501,,,,N,,701,2021-07-15 20:24:08,batchsys,5120,Travis Hopkins,170001
7014472800121,9939515,2013-01-14 12:10:11,,,3531213701,131866,11005,150123,,,2,1951-02-03,2023-06-24,3,,,N,2016-07-13 18:52:27,MECH,398575052394646415,Y,348834,634,503,150124,2023-10-20 04:49:46,,N,2013-05-25 08:38:29,701,2016-07-13 18:52:27,cusadmin,3436,,170002
4254986236785,7246468,2011-06-10 15:17:27,,,1778026719,131866,11008,150123,150122,,2,1977-03-14,,2,,,N,2014-09-16 18:40:17,MECH,512986309121344864,N,348829,,501,,2019-02-15 22:39:01,,N,2014-06-05 19:59:35,701,2014-09-16 18:40:17,MECH,5500,,170003
6210864374112,6000375,2012-09-04 02:05:32,,,3405994430,131866,11004,150123,150122,,1,1966-06-26,,2,,,N,2025-11-20 21:37:38,cusadmin,932197372908645704,N,348836,,501,,,,N,2022-11-06 23:00:34,701,2025-11-20 21:37:38,batchsys,9094,,
2949021329354,9811455,2009-01-13 12:06:11,,,5342837061,131866,11002,150123,150123,,1,1967-03-02,,1,,,N,2025-11-08 11:07:24,MECH,329822786906144483,N,348824,659,501,,,,N,2026-05-08 16:33:32,701,2025-11-08 11:07:24,cusadmin,5006,,
9126707086787,2228743,2010-10-26 08:35:39,,,7384716235,131868,11002,150123,,,1,1965-04-15,,2,,,N,2019-07-08 04:01:26,svc_mdm,440991414776326137,N,348825,658,501,,,,N,2019-09-30 02:44:01,702,2019-07-08 04:01:26,cusadmin,2038,Jesse Williams,
8807867517203,2771391,2001-05-03 13:07:12,,,8332978136,131866,,150123,150123,,1,1958-07-09,,3,,,N,2007-07-30 10:31:12,cusadmin,839523197087726537,N,348821,,503,,,,N,2021-07-09 20:28:33,701,2007-07-30 10:31:12,batchsys,6747,,
5661978733983,6551092,2010-12-07 19:46:17,2024-04-29 08:07:25,,5865146666,131865,,150123,150122,,2,1975-03-20,,0,,,N,2015-01-31 08:46:23,cusadmin,400150490733460804,N,348827,,501,,,,N,,701,2015-01-31 08:46:23,MECH,1711,Sandy Baker,170001
5734412176474,8882955,2024-04-29 08:07:25,,,5865146666,131867,11009,150123,150122,,2,1975-03-20,,0,,,N,2025-06-10 08:20:07,migr8,735646005088498754,N,348827,,501,,,,N,,702,2025-06-10 08:20:07,batchsys,4758,Carrie Valdez,
6431873971037,7336519,2011-10-24 19:28:47,,,2815192119,131866,11008,150123,,,2,1985-08-08,,1,,,N,2020-11-29 21:05:19,svc_mdm,896959520779294027,N,348821,,501,,,,N,2012-06-20 12:15:38,702,2020-11-29 21:05:19,batchsys,9929,,
6116566196409,1715028,1996-09-06 21:50:38,,,3640376555,131866,,150123,150123,,2,1966-09-18,,2,,,N,1999-08-29 13:07:00,cusadmin,408818790060576878,N,348824,,502,,,,N,2015-09-30 06:39:45,702,1999-08-29 13:07:00,cusadmin,1283,,170002
9712464102717,7913840,2011-04-11 12:12:24,,,6371536010,131866,11007,150123,150124,,1,1951-03-17,,1,,,N,2014-01-11 12:14:35,batchsys,960954712693950583,N,348827,,503,,,,N,2023-10-08 23:06:13,701,2014-01-11 12:14:35,svc_mdm,2575,,
3301032595229,9517421,2012-10-30 07:44:26,,,5190476590,131867,11009,150123,150122,,1,1978-02-20,,0,,,N,2014-07-29 09:32:13,cusadmin,628203603370016658,N,348839,,501,,2022-08-20 01:31:07,,N,,701,2014-07-29 09:32:13,migr8,3829,,170001
3008021415345,7334826,2007-12-31 17:48:15,,,4072179899,131866,,150123,150124,,2,1972-08-26,,0,,,N,2024-12-12 10:43:55,svc_mdm,237796612747446300,N,348833,,501,,,,N,,701,2024-12-12 10:43:55,cusadmin,6748,Christopher Jones,
4955908088540,2343848,2019-01-13 12:01:13,,,3050084718,131866,11008,150123,150122,,2,1967-01-17,,1,,,N,2026-02-07 19:34:23,svc_mdm,736828230634019353,N,348829,,502,,,,N,2019-02-26 08:09:58,701,2026-02-07 19:34:23,MECH,1549,,
8243567578196,2264186,2010-04-22 10:26:15,2020-06-15 09:32:34,,6591098603,131866,,,150122,,2,1973-09-05,,1,,,N,2023-10-24 05:56:22,batchsys,573430649459692055,N,348836,,501,,,,N,2014-10-21 09:34:49,701,2023-10-24 05:56:22,migr8,6368,,
6372838809017,7870554,2020-06-15 09:32:34,,,6591098603,131866,,150123,150122,,2,1973-09-05,,1,,,N,2023-08-14 08:41:29,cusadmin,690070951965804598,N,348836,,501,,,,N,2021-02-22 02:38:31,701,2023-08-14 08:41:29,batchsys,8833,,170003
1898138375936,3934151,2004-07-09 14:39:38,,,3995248349,131867,,150123,150124,,2,1983-01-14,,2,,,N,2015-04-10 04:22:22,cusadmin,578688562677166430,N,348831,,501,,,,N,2024-01-01 01:49:23,701,2015-04-10 04:22:22,migr8,2765,Mr. Daniel Martin,
8958249514371,5634117,2018-11-20 11:25:40,,,6537070454,131865,11002,150123,150124,,1,1999-04-20,,0,,,N,2024-06-26 23:32:21,batchsys,806067598694997520,N,348830,,501,,,,N,,701,2024-06-26 23:32:21,batchsys,6188,Alison Williams,170003
4199591679712,4976795,2015-02-21 23:29:07,,,2772698103,131866,,,150123,,1,1972-08-22,,1,,,N,2015-03-22 11:41:51,migr8,104031997682723384,N,348837,,501,,,,N,2017-09-15 07:31:23,701,2015-03-22 11:41:51,batchsys,1010,,
4577276660140,5767408,2022-01-07 05:29:47,2025-07-08 04:18:53,,9990023938,131865,,150123,150122,160003,1,1978-10-06,,1,,,N,2024-09-22 00:58:39,cusadmin,405158836286720278,N,348837,636,501,,,,N,2023-02-25 01:28:02,701,2024-09-22 00:58:39,cusadmin,4554,Kenneth Brown,
4386723971824,2190560,2025-07-08 04:18:53,,,9990023938,131866,,150123,150122,,1,1978-10-06,,1,,,N,2026-05-24 06:01:37,cusadmin,618948120059913917,N,348837,,501,,,,N,2026-05-03 06:30:35,701,2026-05-24 06:01:37,cusadmin,9213,,
3815215854433,8632551,1999-07-16 08:23:36,,,1499373878,131867,,150124,150122,,1,1969-06-16,,0,,,N,2018-03-11 11:04:40,cusadmin,174817694312466957,N,348835,664,501,150124,,,N,,701,2018-03-11 11:04:40,cusadmin,1865,Kristy Smith,170001
9809959440794,5890357,2008-05-30 11:32:12,2025-07-24 21:20:56,,9858826106,131866,,150123,,160002,2,1982-12-18,,1,,,N,2020-03-29 22:07:10,cusadmin,290093005415066694,N,348828,,501,,,,N,2021-03-22 19:41:56,701,2020-03-29 22:07:10,migr8,5034,Mary Campbell,
4706975193430,6794257,2025-07-24 21:20:56,,,9858826106,131866,,150123,,160001,2,1982-12-18,,1,,,N,2025-08-13 21:45:56,batchsys,431698160531936017,N,348828,688,501,,,,N,2026-02-17 10:43:39,701,2025-08-13 21:45:56,svc_mdm,1900,Jerry Haney,170002
3844336300683,9380254,2016-08-20 00:32:00,,,3614233009,131865,11005,150123,150122,160002,2,1994-05-17,,1,2023-04-22,2024-06-17,N,2019-03-01 16:11:50,batchsys,917817856780118502,N,348820,,502,,2023-09-30 02:36:54,,N,2025-06-19 07:16:27,701,2019-03-01 16:11:50,MECH,9220,,170003
